group,id,course,trimester,grade
6,122,Potion Brewing and Herbology,1,6.5
6,122,Potion Brewing and Herbology,1,7.5
6,122,Potion Brewing and Herbology,1,8
6,122,Potion Brewing and Herbology,1,9
6,122,Potion Brewing and Herbology,1,11
6,122,Potion Brewing and Herbology,1,8.5
6,122,Runecrafting and Glyphwork,2,7.5
6,122,Runecrafting and Glyphwork,2,6
6,122,Runecrafting and Glyphwork,2,8.5
6,122,Runecrafting and Glyphwork,2,6
6,122,Runecrafting and Glyphwork,2,7
6,122,Swordsmanship and Martial Arts,1,10
6,122,Swordsmanship and Martial Arts,1,13
6,122,Swordsmanship and Martial Arts,1,12
6,122,Swordsmanship and Martial Arts,1,14
6,132,Ancient Magic and Mysticism,1,7.75
6,132,Ancient Magic and Mysticism,1,8.25
6,132,Ancient Magic and Mysticism,1,2.5
6,132,Ancient Magic and Mysticism,1,2.5
6,132,Celestial Navigation and Astronomy,3,6
6,132,Celestial Navigation and Astronomy,3,11.5
6,132,Celestial Navigation and Astronomy,3,7.5
6,132,Celestial Navigation and Astronomy,3,8.5
6,132,Celestial Navigation and Astronomy,3,12
6,132,Celestial Navigation and Astronomy,3,4.5
6,132,Celestial Navigation and Astronomy,3,9.5
6,132,Celestial Navigation and Astronomy,3,11
6,132,Celestial Navigation and Astronomy,3,12.5
6,132,Celestial Navigation and Astronomy,3,17
6,132,Dragon Lore and Taming,2,5
6,132,Dragon Lore and Taming,2,5.5
6,132,Dragon Lore and Taming,2,8.5
6,132,Dragon Lore and Taming,2,2.5
6,132,Dragon Lore and Taming,2,9.5
6,132,Dragon Lore and Taming,2,8.5
6,132,Dragon Lore and Taming,2,7
6,132,Dragon Lore and Taming,2,8
6,132,Dragon Lore and Taming,2,10
6,132,Elemental Mastery and Control,2,10
6,132,Elemental Mastery and Control,2,15
6,132,Elemental Mastery and Control,2,8
6,132,Elemental Mastery and Control,2,12
6,132,History of the Arcane,2,10
6,132,History of the Arcane,2,9
6,132,History of the Arcane,2,0
6,132,Illusion and Enchantment,3,8.5
6,132,Illusion and Enchantment,3,11
6,132,Illusion and Enchantment,3,13.5
6,132,Illusion and Enchantment,3,7.5
6,132,Illusion and Enchantment,3,13
6,132,Illusion and Enchantment,3,13
6,132,Illusion and Enchantment,3,10.5
6,132,Necromancy and Spirit Summoning,1,10
6,132,Necromancy and Spirit Summoning,1,13
6,132,Necromancy and Spirit Summoning,1,14
6,132,Potion Brewing and Herbology,1,6.5
6,132,Potion Brewing and Herbology,1,10.5
6,132,Potion Brewing and Herbology,1,7.5
6,132,Potion Brewing and Herbology,1,8
6,132,Potion Brewing and Herbology,1,9.5
6,132,Potion Brewing and Herbology,1,9.5
6,132,Potion Brewing and Herbology,1,9.5
6,132,Potion Brewing and Herbology,1,6.5
6,132,Runecrafting and Glyphwork,2,5.5
6,132,Runecrafting and Glyphwork,2,5.5
6,132,Runecrafting and Glyphwork,2,5
6,132,Runecrafting and Glyphwork,2,3
6,132,Runecrafting and Glyphwork,2,7.5
6,132,Swordsmanship and Martial Arts,1,11
6,132,Swordsmanship and Martial Arts,1,13
6,132,Swordsmanship and Martial Arts,1,11
6,132,Swordsmanship and Martial Arts,1,10
6,137,Ancient Magic and Mysticism,1,0.25
6,137,Ancient Magic and Mysticism,1,6.5
6,137,Ancient Magic and Mysticism,1,7
6,137,Ancient Magic and Mysticism,1,5.5
6,137,Celestial Navigation and Astronomy,3,7.5
6,137,Celestial Navigation and Astronomy,3,10.5
6,137,Celestial Navigation and Astronomy,3,9.5
6,137,Celestial Navigation and Astronomy,3,10.5
6,137,Celestial Navigation and Astronomy,3,10.5
6,137,Celestial Navigation and Astronomy,3,12.5
6,137,Celestial Navigation and Astronomy,3,14
6,137,Celestial Navigation and Astronomy,3,12.5
6,137,Celestial Navigation and Astronomy,3,12
6,137,Celestial Navigation and Astronomy,3,12.5
6,137,Dragon Lore and Taming,2,4.5
6,137,Dragon Lore and Taming,2,4.5
6,137,Dragon Lore and Taming,2,8.5
6,137,Dragon Lore and Taming,2,10
6,137,Dragon Lore and Taming,2,7
6,137,Dragon Lore and Taming,2,6
6,137,Dragon Lore and Taming,2,9
6,137,Dragon Lore and Taming,2,7.5
6,137,Dragon Lore and Taming,2,4
6,137,Elemental Mastery and Control,2,9
6,137,Elemental Mastery and Control,2,4.5
6,137,Elemental Mastery and Control,2,15.5
6,137,Elemental Mastery and Control,2,10.5
6,137,History of the Arcane,2,5.25
6,137,History of the Arcane,2,8.75
6,137,History of the Arcane,2,4.5
6,137,Illusion and Enchantment,3,11.5
6,137,Illusion and Enchantment,3,12.5
6,137,Illusion and Enchantment,3,14.5
6,137,Illusion and Enchantment,3,12.5
6,137,Illusion and Enchantment,3,7
6,137,Illusion and Enchantment,3,12
6,137,Illusion and Enchantment,3,12
6,137,Necromancy and Spirit Summoning,1,12
6,137,Necromancy and Spirit Summoning,1,13
6,137,Necromancy and Spirit Summoning,1,8
6,137,Potion Brewing and Herbology,1,7
6,137,Potion Brewing and Herbology,1,12
6,137,Potion Brewing and Herbology,1,10
6,137,Potion Brewing and Herbology,1,10
6,137,Potion Brewing and Herbology,1,8
6,137,Potion Brewing and Herbology,1,9.5
6,137,Potion Brewing and Herbology,1,5
6,137,Potion Brewing and Herbology,1,8
6,137,Runecrafting and Glyphwork,2,4.5
6,137,Runecrafting and Glyphwork,2,6
6,137,Runecrafting and Glyphwork,2,7
6,137,Runecrafting and Glyphwork,2,4
6,137,Swordsmanship and Martial Arts,1,13
6,137,Swordsmanship and Martial Arts,1,10
6,137,Swordsmanship and Martial Arts,1,11
6,137,Swordsmanship and Martial Arts,1,10
6,146,Ancient Magic and Mysticism,1,4.5
6,146,Ancient Magic and Mysticism,1,6.75
6,146,Ancient Magic and Mysticism,1,11.25
6,146,Celestial Navigation and Astronomy,3,8
6,146,Celestial Navigation and Astronomy,3,11
6,146,Celestial Navigation and Astronomy,3,7.5
6,146,Celestial Navigation and Astronomy,3,8.5
6,146,Celestial Navigation and Astronomy,3,9.5
6,146,Celestial Navigation and Astronomy,3,10.5
6,146,Celestial Navigation and Astronomy,3,7.5
6,146,Celestial Navigation and Astronomy,3,9.5
6,146,Celestial Navigation and Astronomy,3,10.5
6,146,Dragon Lore and Taming,2,7
6,146,Dragon Lore and Taming,2,6.5
6,146,Dragon Lore and Taming,2,8
6,146,Dragon Lore and Taming,2,7.5
6,146,Dragon Lore and Taming,2,5
6,146,Dragon Lore and Taming,2,9.5
6,146,Dragon Lore and Taming,2,8
6,146,Dragon Lore and Taming,2,6.5
6,146,Dragon Lore and Taming,2,8.5
6,146,Elemental Mastery and Control,2,12.5
6,146,Elemental Mastery and Control,2,10
6,146,Elemental Mastery and Control,2,10
6,146,History of the Arcane,2,5.5
6,146,History of the Arcane,2,10.25
6,146,History of the Arcane,2,7.5
6,146,Illusion and Enchantment,3,12
6,146,Illusion and Enchantment,3,12.5
6,146,Illusion and Enchantment,3,10
6,146,Illusion and Enchantment,3,11
6,146,Illusion and Enchantment,3,10.5
6,146,Illusion and Enchantment,3,10.5
6,146,Illusion and Enchantment,3,10.5
6,146,Necromancy and Spirit Summoning,1,14
6,146,Necromancy and Spirit Summoning,1,12
6,146,Necromancy and Spirit Summoning,1,12
6,146,Potion Brewing and Herbology,1,7.5
6,146,Potion Brewing and Herbology,1,9.5
6,146,Potion Brewing and Herbology,1,8.5
6,146,Potion Brewing and Herbology,1,9.5
6,146,Potion Brewing and Herbology,1,9
6,146,Potion Brewing and Herbology,1,8.5
6,146,Potion Brewing and Herbology,1,8
6,146,Potion Brewing and Herbology,1,10
6,146,Runecrafting and Glyphwork,2,5
6,146,Runecrafting and Glyphwork,2,5.5
6,146,Runecrafting and Glyphwork,2,5
6,146,Runecrafting and Glyphwork,2,10
6,146,Runecrafting and Glyphwork,2,8
6,146,Swordsmanship and Martial Arts,1,12
6,146,Swordsmanship and Martial Arts,1,12
6,146,Swordsmanship and Martial Arts,1,9
6,146,Swordsmanship and Martial Arts,1,10
6,158,Ancient Magic and Mysticism,1,14.25
6,158,Ancient Magic and Mysticism,1,11.25
6,158,Ancient Magic and Mysticism,1,13.25
6,158,Ancient Magic and Mysticism,1,10.25
6,158,Celestial Navigation and Astronomy,3,13
6,158,Celestial Navigation and Astronomy,3,9.5
6,158,Celestial Navigation and Astronomy,3,7
6,158,Celestial Navigation and Astronomy,3,11
6,158,Celestial Navigation and Astronomy,3,11
6,158,Celestial Navigation and Astronomy,3,9
6,158,Celestial Navigation and Astronomy,3,10.5
6,158,Celestial Navigation and Astronomy,3,10.5
6,158,Celestial Navigation and Astronomy,3,10
6,158,Celestial Navigation and Astronomy,3,9.5
6,158,Dragon Lore and Taming,2,5
6,158,Dragon Lore and Taming,2,9.5
6,158,Dragon Lore and Taming,2,9
6,158,Dragon Lore and Taming,2,8
6,158,Dragon Lore and Taming,2,7.5
6,158,Dragon Lore and Taming,2,6.5
6,158,Dragon Lore and Taming,2,7
6,158,Dragon Lore and Taming,2,0.5
6,158,Dragon Lore and Taming,2,12
6,158,Elemental Mastery and Control,2,9
6,158,Elemental Mastery and Control,2,10.5
6,158,Elemental Mastery and Control,2,4
6,158,Elemental Mastery and Control,2,14.5
6,158,History of the Arcane,2,8.25
6,158,History of the Arcane,2,3
6,158,History of the Arcane,2,12.25
6,158,Illusion and Enchantment,3,11
6,158,Illusion and Enchantment,3,12
6,158,Illusion and Enchantment,3,12.5
6,158,Illusion and Enchantment,3,14
6,158,Illusion and Enchantment,3,9
6,158,Illusion and Enchantment,3,11.5
6,158,Illusion and Enchantment,3,11.5
6,158,Necromancy and Spirit Summoning,1,10
6,158,Necromancy and Spirit Summoning,1,11
6,158,Necromancy and Spirit Summoning,1,9
6,158,Potion Brewing and Herbology,1,8
6,158,Potion Brewing and Herbology,1,8.5
6,158,Potion Brewing and Herbology,1,9
6,158,Potion Brewing and Herbology,1,9.5
6,158,Potion Brewing and Herbology,1,8.5
6,158,Potion Brewing and Herbology,1,9.5
6,158,Potion Brewing and Herbology,1,8.5
6,158,Potion Brewing and Herbology,1,9
6,158,Potion Brewing and Herbology,1,6
6,158,Runecrafting and Glyphwork,2,7
6,158,Runecrafting and Glyphwork,2,6.5
6,158,Runecrafting and Glyphwork,2,9
6,158,Runecrafting and Glyphwork,2,8
6,158,Runecrafting and Glyphwork,2,5.5
6,158,Swordsmanship and Martial Arts,1,13
6,158,Swordsmanship and Martial Arts,1,11
6,158,Swordsmanship and Martial Arts,1,12
6,158,Swordsmanship and Martial Arts,1,11
6,184,Ancient Magic and Mysticism,1,4.5
6,184,Ancient Magic and Mysticism,1,6
6,184,Ancient Magic and Mysticism,1,2.75
6,184,Ancient Magic and Mysticism,1,12.5
6,184,Celestial Navigation and Astronomy,3,8
6,184,Celestial Navigation and Astronomy,3,12.5
6,184,Celestial Navigation and Astronomy,3,9.5
6,184,Celestial Navigation and Astronomy,3,9
6,184,Celestial Navigation and Astronomy,3,9
6,184,Celestial Navigation and Astronomy,3,8
6,184,Celestial Navigation and Astronomy,3,8
6,184,Celestial Navigation and Astronomy,3,10.5
6,184,Celestial Navigation and Astronomy,3,11
6,184,Celestial Navigation and Astronomy,3,11
6,184,Dragon Lore and Taming,2,7
6,184,Dragon Lore and Taming,2,4.5
6,184,Dragon Lore and Taming,2,11
6,184,Dragon Lore and Taming,2,7.5
6,184,Dragon Lore and Taming,2,10
6,184,Dragon Lore and Taming,2,9.5
6,184,Dragon Lore and Taming,2,10
6,184,Dragon Lore and Taming,2,10.5
6,184,Dragon Lore and Taming,2,8.5
6,184,Elemental Mastery and Control,2,16.5
6,184,Elemental Mastery and Control,2,13
6,184,Elemental Mastery and Control,2,12.5
6,184,Elemental Mastery and Control,2,12
6,184,History of the Arcane,2,11.5
6,184,History of the Arcane,2,12
6,184,History of the Arcane,2,7.75
6,184,Illusion and Enchantment,3,12
6,184,Illusion and Enchantment,3,12
6,184,Illusion and Enchantment,3,14.5
6,184,Illusion and Enchantment,3,13
6,184,Illusion and Enchantment,3,15
6,184,Illusion and Enchantment,3,11
6,184,Necromancy and Spirit Summoning,1,8
6,184,Necromancy and Spirit Summoning,1,10
6,184,Necromancy and Spirit Summoning,1,10
6,184,Potion Brewing and Herbology,1,10.5
6,184,Potion Brewing and Herbology,1,8
6,184,Potion Brewing and Herbology,1,8.5
6,184,Potion Brewing and Herbology,1,10.5
6,184,Potion Brewing and Herbology,1,8.5
6,184,Potion Brewing and Herbology,1,10.5
6,184,Potion Brewing and Herbology,1,12
6,184,Potion Brewing and Herbology,1,10
6,184,Potion Brewing and Herbology,1,9
6,184,Runecrafting and Glyphwork,2,6
6,184,Runecrafting and Glyphwork,2,5
6,184,Runecrafting and Glyphwork,2,9.5
6,184,Runecrafting and Glyphwork,2,7.5
6,184,Runecrafting and Glyphwork,2,8
6,184,Swordsmanship and Martial Arts,1,12
6,184,Swordsmanship and Martial Arts,1,13
6,184,Swordsmanship and Martial Arts,1,11
6,184,Swordsmanship and Martial Arts,1,12
6,251,Ancient Magic and Mysticism,1,11
6,251,Ancient Magic and Mysticism,1,11
6,251,Ancient Magic and Mysticism,1,10.5
6,251,Ancient Magic and Mysticism,1,1.75
6,251,Celestial Navigation and Astronomy,3,11
6,251,Celestial Navigation and Astronomy,3,9.5
6,251,Celestial Navigation and Astronomy,3,11.5
6,251,Celestial Navigation and Astronomy,3,14.5
6,251,Celestial Navigation and Astronomy,3,10
6,251,Celestial Navigation and Astronomy,3,9.5
6,251,Celestial Navigation and Astronomy,3,13
6,251,Celestial Navigation and Astronomy,3,11.5
6,251,Celestial Navigation and Astronomy,3,16
6,251,Celestial Navigation and Astronomy,3,12.5
6,251,Dragon Lore and Taming,2,5.5
6,251,Dragon Lore and Taming,2,7
6,251,Dragon Lore and Taming,2,5
6,251,Dragon Lore and Taming,2,5
6,251,Dragon Lore and Taming,2,4.5
6,251,Dragon Lore and Taming,2,4
6,251,Dragon Lore and Taming,2,8
6,251,Dragon Lore and Taming,2,6
6,251,Dragon Lore and Taming,2,2
6,251,Elemental Mastery and Control,2,14.5
6,251,Elemental Mastery and Control,2,9.5
6,251,Elemental Mastery and Control,2,10.5
6,251,Elemental Mastery and Control,2,12
6,251,History of the Arcane,2,11.75
6,251,History of the Arcane,2,9
6,251,History of the Arcane,2,11.25
6,251,Illusion and Enchantment,3,11.5
6,251,Illusion and Enchantment,3,11
6,251,Illusion and Enchantment,3,11.5
6,251,Illusion and Enchantment,3,9
6,251,Illusion and Enchantment,3,12
6,251,Illusion and Enchantment,3,12
6,251,Necromancy and Spirit Summoning,1,11
6,251,Necromancy and Spirit Summoning,1,13
6,251,Necromancy and Spirit Summoning,1,12
6,251,Potion Brewing and Herbology,1,8.5
6,251,Potion Brewing and Herbology,1,8.5
6,251,Potion Brewing and Herbology,1,7
6,251,Potion Brewing and Herbology,1,9
6,251,Potion Brewing and Herbology,1,9.5
6,251,Potion Brewing and Herbology,1,9.5
6,251,Potion Brewing and Herbology,1,6.5
6,251,Potion Brewing and Herbology,1,8
6,251,Runecrafting and Glyphwork,2,8.5
6,251,Runecrafting and Glyphwork,2,10.5
6,251,Runecrafting and Glyphwork,2,5.5
6,251,Runecrafting and Glyphwork,2,6
6,251,Runecrafting and Glyphwork,2,7
6,251,Swordsmanship and Martial Arts,1,11
6,251,Swordsmanship and Martial Arts,1,10
6,251,Swordsmanship and Martial Arts,1,11
6,251,Swordsmanship and Martial Arts,1,11
6,257,Ancient Magic and Mysticism,1,5.5
6,257,Ancient Magic and Mysticism,1,6
6,257,Ancient Magic and Mysticism,1,10
6,257,Ancient Magic and Mysticism,1,7.75
6,257,Celestial Navigation and Astronomy,3,10
6,257,Celestial Navigation and Astronomy,3,7
6,257,Celestial Navigation and Astronomy,3,10
6,257,Celestial Navigation and Astronomy,3,6
6,257,Celestial Navigation and Astronomy,3,11
6,257,Celestial Navigation and Astronomy,3,17
6,257,Celestial Navigation and Astronomy,3,17.5
6,257,Celestial Navigation and Astronomy,3,8.5
6,257,Celestial Navigation and Astronomy,3,5
6,257,Celestial Navigation and Astronomy,3,9.5
6,257,Dragon Lore and Taming,2,8.5
6,257,Dragon Lore and Taming,2,5.5
6,257,Dragon Lore and Taming,2,8
6,257,Dragon Lore and Taming,2,3.5
6,257,Dragon Lore and Taming,2,6.5
6,257,Dragon Lore and Taming,2,6
6,257,Dragon Lore and Taming,2,1
6,257,Dragon Lore and Taming,2,5
6,257,Elemental Mastery and Control,2,12
6,257,Elemental Mastery and Control,2,13
6,257,Elemental Mastery and Control,2,18
6,257,Elemental Mastery and Control,2,7.5
6,257,History of the Arcane,2,7.25
6,257,History of the Arcane,2,9.25
6,257,History of the Arcane,2,11.75
6,257,Illusion and Enchantment,3,13
6,257,Illusion and Enchantment,3,10
6,257,Illusion and Enchantment,3,9.5
6,257,Illusion and Enchantment,3,10
6,257,Illusion and Enchantment,3,10.5
6,257,Illusion and Enchantment,3,12
6,257,Illusion and Enchantment,3,10.5
6,257,Necromancy and Spirit Summoning,1,12
6,257,Necromancy and Spirit Summoning,1,16
6,257,Necromancy and Spirit Summoning,1,12
6,257,Potion Brewing and Herbology,1,8.5
6,257,Potion Brewing and Herbology,1,7.5
6,257,Potion Brewing and Herbology,1,8.5
6,257,Potion Brewing and Herbology,1,11.5
6,257,Potion Brewing and Herbology,1,9.5
6,257,Potion Brewing and Herbology,1,7.5
6,257,Potion Brewing and Herbology,1,8.5
6,257,Potion Brewing and Herbology,1,5.5
6,257,Potion Brewing and Herbology,1,7.5
6,257,Runecrafting and Glyphwork,2,7.5
6,257,Runecrafting and Glyphwork,2,4
6,257,Runecrafting and Glyphwork,2,8
6,257,Runecrafting and Glyphwork,2,12
6,257,Runecrafting and Glyphwork,2,8.5
6,257,Swordsmanship and Martial Arts,1,9
6,257,Swordsmanship and Martial Arts,1,10
6,257,Swordsmanship and Martial Arts,1,12
6,257,Swordsmanship and Martial Arts,1,10
6,258,Ancient Magic and Mysticism,1,12.75
6,258,Ancient Magic and Mysticism,1,6
6,258,Ancient Magic and Mysticism,1,3
6,258,Ancient Magic and Mysticism,1,6.75
6,258,Celestial Navigation and Astronomy,3,8
6,258,Celestial Navigation and Astronomy,3,9.5
6,258,Celestial Navigation and Astronomy,3,12
6,258,Celestial Navigation and Astronomy,3,8
6,258,Celestial Navigation and Astronomy,3,12.5
6,258,Celestial Navigation and Astronomy,3,12
6,258,Celestial Navigation and Astronomy,3,18
6,258,Celestial Navigation and Astronomy,3,9.5
6,258,Celestial Navigation and Astronomy,3,10.5
6,258,Dragon Lore and Taming,2,8.5
6,258,Dragon Lore and Taming,2,7
6,258,Dragon Lore and Taming,2,6
6,258,Dragon Lore and Taming,2,5
6,258,Dragon Lore and Taming,2,5
6,258,Dragon Lore and Taming,2,0
6,258,Dragon Lore and Taming,2,4.5
6,258,Dragon Lore and Taming,2,7
6,258,Dragon Lore and Taming,2,6
6,258,Elemental Mastery and Control,2,10.5
6,258,Elemental Mastery and Control,2,5
6,258,Elemental Mastery and Control,2,16.5
6,258,Elemental Mastery and Control,2,8.5
6,258,History of the Arcane,2,6.5
6,258,History of the Arcane,2,13
6,258,History of the Arcane,2,5
6,258,Illusion and Enchantment,3,11.5
6,258,Illusion and Enchantment,3,14
6,258,Illusion and Enchantment,3,7.5
6,258,Illusion and Enchantment,3,10.5
6,258,Illusion and Enchantment,3,8.5
6,258,Illusion and Enchantment,3,11
6,258,Illusion and Enchantment,3,10
6,258,Necromancy and Spirit Summoning,1,12
6,258,Necromancy and Spirit Summoning,1,13
6,258,Necromancy and Spirit Summoning,1,9
6,258,Potion Brewing and Herbology,1,8
6,258,Potion Brewing and Herbology,1,8
6,258,Potion Brewing and Herbology,1,7
6,258,Potion Brewing and Herbology,1,8
6,258,Potion Brewing and Herbology,1,7.5
6,258,Potion Brewing and Herbology,1,9.5
6,258,Potion Brewing and Herbology,1,9.5
6,258,Potion Brewing and Herbology,1,7.5
6,258,Potion Brewing and Herbology,1,8
6,258,Runecrafting and Glyphwork,2,6
6,258,Runecrafting and Glyphwork,2,8
6,258,Runecrafting and Glyphwork,2,5
6,258,Runecrafting and Glyphwork,2,7.5
6,258,Runecrafting and Glyphwork,2,9.5
6,258,Swordsmanship and Martial Arts,1,10
6,258,Swordsmanship and Martial Arts,1,10
6,258,Swordsmanship and Martial Arts,1,11
6,258,Swordsmanship and Martial Arts,1,10
6,289,Ancient Magic and Mysticism,1,5
6,289,Ancient Magic and Mysticism,1,11.75
6,289,Ancient Magic and Mysticism,1,6.25
6,289,Ancient Magic and Mysticism,1,11
6,289,Celestial Navigation and Astronomy,3,12.5
6,289,Celestial Navigation and Astronomy,3,14.5
6,289,Celestial Navigation and Astronomy,3,5.5
6,289,Celestial Navigation and Astronomy,3,9
6,289,Celestial Navigation and Astronomy,3,16
6,289,Celestial Navigation and Astronomy,3,12
6,289,Celestial Navigation and Astronomy,3,5.5
6,289,Celestial Navigation and Astronomy,3,12
6,289,Celestial Navigation and Astronomy,3,13
6,289,Celestial Navigation and Astronomy,3,15
6,289,Dragon Lore and Taming,2,10.5
6,289,Dragon Lore and Taming,2,7
6,289,Dragon Lore and Taming,2,13
6,289,Dragon Lore and Taming,2,4.5
6,289,Dragon Lore and Taming,2,6
6,289,Dragon Lore and Taming,2,10.5
6,289,Dragon Lore and Taming,2,8
6,289,Dragon Lore and Taming,2,9
6,289,Dragon Lore and Taming,2,7
6,289,Elemental Mastery and Control,2,7
6,289,Elemental Mastery and Control,2,11
6,289,Elemental Mastery and Control,2,13.5
6,289,Elemental Mastery and Control,2,10.5
6,289,History of the Arcane,2,5.5
6,289,History of the Arcane,2,9.25
6,289,History of the Arcane,2,8.25
6,289,Illusion and Enchantment,3,10.5
6,289,Illusion and Enchantment,3,9
6,289,Illusion and Enchantment,3,12
6,289,Illusion and Enchantment,3,10.5
6,289,Illusion and Enchantment,3,10
6,289,Illusion and Enchantment,3,12.5
6,289,Illusion and Enchantment,3,12.5
6,289,Necromancy and Spirit Summoning,1,13
6,289,Necromancy and Spirit Summoning,1,12
6,289,Necromancy and Spirit Summoning,1,10
6,289,Potion Brewing and Herbology,1,7.5
6,289,Potion Brewing and Herbology,1,9.5
6,289,Potion Brewing and Herbology,1,10
6,289,Potion Brewing and Herbology,1,9.5
6,289,Potion Brewing and Herbology,1,10
6,289,Potion Brewing and Herbology,1,9.5
6,289,Potion Brewing and Herbology,1,8.5
6,289,Potion Brewing and Herbology,1,9
6,289,Potion Brewing and Herbology,1,5.5
6,289,Runecrafting and Glyphwork,2,7
6,289,Runecrafting and Glyphwork,2,6
6,289,Runecrafting and Glyphwork,2,5.5
6,289,Runecrafting and Glyphwork,2,8
6,289,Runecrafting and Glyphwork,2,5.5
6,289,Swordsmanship and Martial Arts,1,10
6,289,Swordsmanship and Martial Arts,1,13
6,289,Swordsmanship and Martial Arts,1,10
6,289,Swordsmanship and Martial Arts,1,12
6,346,Ancient Magic and Mysticism,1,6
6,346,Ancient Magic and Mysticism,1,7.75
6,346,Ancient Magic and Mysticism,1,7.25
6,346,Ancient Magic and Mysticism,1,8
6,346,Celestial Navigation and Astronomy,3,9
6,346,Celestial Navigation and Astronomy,3,14.5
6,346,Celestial Navigation and Astronomy,3,7
6,346,Celestial Navigation and Astronomy,3,15
6,346,Celestial Navigation and Astronomy,3,13
6,346,Celestial Navigation and Astronomy,3,8
6,346,Celestial Navigation and Astronomy,3,7
6,346,Celestial Navigation and Astronomy,3,12.5
6,346,Celestial Navigation and Astronomy,3,8.5
6,346,Celestial Navigation and Astronomy,3,12.5
6,346,Dragon Lore and Taming,2,11.5
6,346,Dragon Lore and Taming,2,9
6,346,Dragon Lore and Taming,2,2.5
6,346,Dragon Lore and Taming,2,9
6,346,Dragon Lore and Taming,2,10
6,346,Dragon Lore and Taming,2,9.5
6,346,Dragon Lore and Taming,2,6
6,346,Dragon Lore and Taming,2,6.5
6,346,Dragon Lore and Taming,2,6.5
6,346,Elemental Mastery and Control,2,11
6,346,Elemental Mastery and Control,2,16
6,346,Elemental Mastery and Control,2,15.5
6,346,History of the Arcane,2,2.25
6,346,History of the Arcane,2,8.25
6,346,History of the Arcane,2,6.25
6,346,Illusion and Enchantment,3,11.5
6,346,Illusion and Enchantment,3,13.5
6,346,Illusion and Enchantment,3,12.5
6,346,Illusion and Enchantment,3,13.5
6,346,Illusion and Enchantment,3,11
6,346,Illusion and Enchantment,3,13
6,346,Illusion and Enchantment,3,10.5
6,346,Necromancy and Spirit Summoning,1,11
6,346,Necromancy and Spirit Summoning,1,12
6,346,Necromancy and Spirit Summoning,1,10
6,346,Potion Brewing and Herbology,1,8.5
6,346,Potion Brewing and Herbology,1,9.5
6,346,Potion Brewing and Herbology,1,7
6,346,Potion Brewing and Herbology,1,9
6,346,Potion Brewing and Herbology,1,9
6,346,Potion Brewing and Herbology,1,9
6,346,Potion Brewing and Herbology,1,7
6,346,Potion Brewing and Herbology,1,9.5
6,346,Potion Brewing and Herbology,1,11
6,346,Runecrafting and Glyphwork,2,9.5
6,346,Runecrafting and Glyphwork,2,7
6,346,Runecrafting and Glyphwork,2,7
6,346,Runecrafting and Glyphwork,2,9
6,346,Swordsmanship and Martial Arts,1,12
6,346,Swordsmanship and Martial Arts,1,11
6,346,Swordsmanship and Martial Arts,1,11
6,346,Swordsmanship and Martial Arts,1,13
6,348,Ancient Magic and Mysticism,1,4.5
6,348,Ancient Magic and Mysticism,1,11
6,348,Ancient Magic and Mysticism,1,13.75
6,348,Celestial Navigation and Astronomy,3,9.5
6,348,Celestial Navigation and Astronomy,3,8.5
6,348,Celestial Navigation and Astronomy,3,11
6,348,Celestial Navigation and Astronomy,3,13
6,348,Celestial Navigation and Astronomy,3,8.5
6,348,Celestial Navigation and Astronomy,3,12.5
6,348,Celestial Navigation and Astronomy,3,13.5
6,348,Celestial Navigation and Astronomy,3,10
6,348,Celestial Navigation and Astronomy,3,10
6,348,Celestial Navigation and Astronomy,3,10
6,348,Dragon Lore and Taming,2,8
6,348,Dragon Lore and Taming,2,0
6,348,Dragon Lore and Taming,2,10
6,348,Dragon Lore and Taming,2,4
6,348,Dragon Lore and Taming,2,7.5
6,348,Dragon Lore and Taming,2,9.5
6,348,Dragon Lore and Taming,2,6.5
6,348,Dragon Lore and Taming,2,7
6,348,Dragon Lore and Taming,2,7
6,348,Elemental Mastery and Control,2,7
6,348,Elemental Mastery and Control,2,10.5
6,348,Elemental Mastery and Control,2,11.5
6,348,Elemental Mastery and Control,2,13.5
6,348,History of the Arcane,2,2.75
6,348,History of the Arcane,2,8.75
6,348,History of the Arcane,2,4.5
6,348,Illusion and Enchantment,3,12
6,348,Illusion and Enchantment,3,15
6,348,Illusion and Enchantment,3,13.5
6,348,Illusion and Enchantment,3,12
6,348,Illusion and Enchantment,3,13
6,348,Illusion and Enchantment,3,11.5
6,348,Necromancy and Spirit Summoning,1,9
6,348,Necromancy and Spirit Summoning,1,13
6,348,Potion Brewing and Herbology,1,10.5
6,348,Potion Brewing and Herbology,1,8.5
6,348,Potion Brewing and Herbology,1,9
6,348,Potion Brewing and Herbology,1,8
6,348,Potion Brewing and Herbology,1,9
6,348,Potion Brewing and Herbology,1,10
6,348,Potion Brewing and Herbology,1,9
6,348,Potion Brewing and Herbology,1,9
6,348,Potion Brewing and Herbology,1,7
6,348,Runecrafting and Glyphwork,2,6.5
6,348,Runecrafting and Glyphwork,2,8
6,348,Runecrafting and Glyphwork,2,7
6,348,Runecrafting and Glyphwork,2,8
6,348,Swordsmanship and Martial Arts,1,14
6,348,Swordsmanship and Martial Arts,1,11
6,348,Swordsmanship and Martial Arts,1,11
6,348,Swordsmanship and Martial Arts,1,11
6,393,Ancient Magic and Mysticism,1,1
6,393,Ancient Magic and Mysticism,1,7.25
